title,series,author,description,language,genres,characters,setting,coverImg,embedding_text
We,,"Yevgeny Zamyatin, Clarence Brown (Translator, Introduction)","The exhilarating dystopian novel that inspired George Orwell's 1984 and foreshadowed the worst excesses of Soviet RussiaYevgeny Zamyatin's We is a powerfully inventive vision that has influenced writers from George Orwell to Ayn Rand. In a glass-enclosed city of absolute straight lines, ruled over by the all-powerful 'Benefactor', the citizens of the totalitarian society of OneState live out lives devoid of passion and creativity - until D-503, a mathematician who dreams in numbers, makes a discovery: he has an individual soul. Set in the twenty-sixth century AD, We is the classic dystopian novel and was the forerunner of works such as George Orwell's 1984 and Aldous Huxley's Brave New World. It was suppressed for many years in Russia and remains a resounding cry for individual freedom, yet is also a powerful, exciting and vivid work of science fiction. Clarence Brown's brilliant translation is based on the corrected text of the novel, first published in Russia in 1988 after more than sixty years' suppression.",English,"['Fiction', 'Science Fiction', 'Dystopia', 'Classics', 'Russia', 'Russian Literature', 'Literature', 'Novels', '20th Century', 'Science Fiction Fantasy']","['D-503', 'I-330', 'S-4711', 'O-90', 'R-13']",['OneState'],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421883730l/76171.jpg,"We  Yevgeny Zamyatin, Clarence Brown (Translator, Introduction) The exhilarating dystopian novel that inspired George Orwell's 1984 and foreshadowed the worst excesses of Soviet RussiaYevgeny Zamyatin's We is a powerfully inventive vision that has influenced writers from George Orwell to Ayn Rand. In a glass-enclosed city of absolute straight lines, ruled over by the all-powerful 'Benefactor', the citizens of the totalitarian society of OneState live out lives devoid of passion and creativity - until D-503, a mathematician who dreams in numbers, makes a discovery: he has an individual soul. Set in the twenty-sixth century AD, We is the classic dystopian novel and was the forerunner of works such as George Orwell's 1984 and Aldous Huxley's Brave New World. It was suppressed for many years in Russia and remains a resounding cry for individual freedom, yet is also a powerful, exciting and vivid work of science fiction. Clarence Brown's brilliant translation is based on the corrected text of the novel, first published in Russia in 1988 after more than sixty years' suppression. English ['Fiction', 'Science Fiction', 'Dystopia', 'Classics', 'Russia', 'Russian Literature', 'Literature', 'Novels', '20th Century', 'Science Fiction Fantasy'] ['D-503', 'I-330', 'S-4711', 'O-90', 'R-13'] ['OneState']"
The Pact,,Jodi Picoult (Goodreads Author),"For eighteen years the Hartes and the Golds have lived next door to each other, sharing everything from Chinese food to chicken pox to carpool duty—they've grown so close it seems they have always been a part of each other's lives. Parents and children alike have been best friends, so it's no surprise that in high school Chris and Emily's friendship blossoms into something more. They've been soul mates since they were born.So when midnight calls from the hospital come in, no one is ready for the appalling truth: Emily is dead at seventeen from a gunshot wound to the head. There's a single unspent bullet in the gun that Chris took from his father's cabinet—a bullet that Chris tells police he intended for himself. But a local detective has doubts about the suicide pact that Chris has described.",English,"['Fiction', 'Romance', 'Contemporary', 'Chick Lit', 'Drama', 'Adult Fiction', 'Mystery', 'Adult', 'Young Adult', 'Realistic Fiction']","['Chris Harte', 'Emily Gold', 'Melanie Gold', 'Jordan McAfee']",[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410754561l/10916.jpg,"The Pact  Jodi Picoult (Goodreads Author) For eighteen years the Hartes and the Golds have lived next door to each other, sharing everything from Chinese food to chicken pox to carpool duty—they've grown so close it seems they have always been a part of each other's lives. Parents and children alike have been best friends, so it's no surprise that in high school Chris and Emily's friendship blossoms into something more. They've been soul mates since they were born.So when midnight calls from the hospital come in, no one is ready for the appalling truth: Emily is dead at seventeen from a gunshot wound to the head. There's a single unspent bullet in the gun that Chris took from his father's cabinet—a bullet that Chris tells police he intended for himself. But a local detective has doubts about the suicide pact that Chris has described. English ['Fiction', 'Romance', 'Contemporary', 'Chick Lit', 'Drama', 'Adult Fiction', 'Mystery', 'Adult', 'Young Adult', 'Realistic Fiction'] ['Chris Harte', 'Emily Gold', 'Melanie Gold', 'Jordan McAfee'] []"
The Awakening / The Struggle,The Vampire Diaries #1-2,L.J. Smith (Goodreads Author),"This book has Alternate Cover Editions for this ISBN [ACE]
  ACE #1
A DEADLY LOVE TRIANGLEElena: the golden girl, the leader, the one who can have any boy she wants.Stefan: brooding and mysterious, he seems to be the only one who can resist Elena, even as he struggles to protect her from the horrors that haunt his past.Damon: sexy, dangerous, and driven by an urge for revenge against Stefan, the brother who betrayed him. Determined to have Elena, he'd kill to possess her.Collected here in one volume for the first time, volumes one and two of The Vampire Diaries, the tale of two vampire brothers and the beautiful girl torn between them.",English,"['Young Adult', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Supernatural', 'Fiction', 'Paranormal Romance', 'Urban Fantasy', 'Teen']","['Elena Gilbert', 'Stefan Salvatore', 'Damon Salvatore', 'Matt Honeycutt', 'Bonnie McCullough', 'Caroline Forbes', 'Alaric Saltzman', 'Katherine von Swartschild', 'Meredith Sulez', 'Judith Gilbert', 'Margaret Gilbert']","[""Fell's Church (United States)""]",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393837129l/395871.jpg,"The Awakening / The Struggle The Vampire Diaries #1-2 L.J. Smith (Goodreads Author) This book has Alternate Cover Editions for this ISBN [ACE]
  ACE #1
A DEADLY LOVE TRIANGLEElena: the golden girl, the leader, the one who can have any boy she wants.Stefan: brooding and mysterious, he seems to be the only one who can resist Elena, even as he struggles to protect her from the horrors that haunt his past.Damon: sexy, dangerous, and driven by an urge for revenge against Stefan, the brother who betrayed him. Determined to have Elena, he'd kill to possess her.Collected here in one volume for the first time, volumes one and two of The Vampire Diaries, the tale of two vampire brothers and the beautiful girl torn between them. English ['Young Adult', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Supernatural', 'Fiction', 'Paranormal Romance', 'Urban Fantasy', 'Teen'] ['Elena Gilbert', 'Stefan Salvatore', 'Damon Salvatore', 'Matt Honeycutt', 'Bonnie McCullough', 'Caroline Forbes', 'Alaric Saltzman', 'Katherine von Swartschild', 'Meredith Sulez', 'Judith Gilbert', 'Margaret Gilbert'] [""Fell's Church (United States)""]"
"Roll of Thunder, Hear My Cry",Logans #4,Mildred D. Taylor,"Why is the land so important to Cassie's family? It takes the events of one turbulent year—the year of the night riders and the burnings, the year a white girl humiliates Cassie in public simply because she's black—to show Cassie that having a place of their own is the Logan family's lifeblood. It is the land that gives the Logans their courage and pride—no matter how others may degrade them, the Logans possess something no one can take away.",English,"['Historical Fiction', 'Young Adult', 'Fiction', 'Classics', 'Childrens', 'Middle Grade', 'School', 'Historical', 'African American', 'Read For School']","['Cassie Logan', 'Stacey Logan', 'Christopher John', 'Papa']",['Mississippi (United States)'],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388345167l/310459.jpg,"Roll of Thunder, Hear My Cry Logans #4 Mildred D. Taylor Why is the land so important to Cassie's family? It takes the events of one turbulent year—the year of the night riders and the burnings, the year a white girl humiliates Cassie in public simply because she's black—to show Cassie that having a place of their own is the Logan family's lifeblood. It is the land that gives the Logans their courage and pride—no matter how others may degrade them, the Logans possess something no one can take away. English ['Historical Fiction', 'Young Adult', 'Fiction', 'Classics', 'Childrens', 'Middle Grade', 'School', 'Historical', 'African American', 'Read For School'] ['Cassie Logan', 'Stacey Logan', 'Christopher John', 'Papa'] ['Mississippi (United States)']"
Deception Point,,Dan Brown (Goodreads Author),"A shocking scientific discovery. A conspiracy of staggering brilliance. A thriller unlike any you've ever read....When a NASA satellite discovers an astonishingly rare object buried deep in the Arctic ice, the floundering space agency proclaims a much-needed victory—a victory with profound implications for NASA policy and the impending presidential election. To verify the authenticity of the find, the White House calls upon the skills of intelligence analyst Rachel Sexton. Accompanied by a team of experts, including the charismatic scholar Michael Tolland, Rachel travels to the Arctic and uncovers the unthinkable: evidence of scientific trickery—a bold deception that threatens to plunge the world into controversy. But before she can warn the President, Rachel and Michael are ambushed by a deadly team of assassins. Fleeing for their lives across a desolate and lethal landscape, their only hope for survival is to discover who is behind this masterful plot. The truth, they will learn, is the most shocking deception of all.",English,"['Fiction', 'Thriller', 'Mystery', 'Suspense', 'Mystery Thriller', 'Adventure', 'Crime', 'Novels', 'Science Fiction', 'Action']","['Rachel Sexton', 'Michael Tolland', 'Thomas Sedgewick Sexton', 'Corky Marlinson', 'Zachary Herney', 'William Pickering', 'Gabrielle Ashe', 'Marjorie Tench', 'Lawrence Ekstrom']","['Arctic Circle', 'Washington, D.C. (United States)', 'Milne Ice Shelf (Canada)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1551277487l/976._SY475_.jpg,"Deception Point  Dan Brown (Goodreads Author) A shocking scientific discovery. A conspiracy of staggering brilliance. A thriller unlike any you've ever read....When a NASA satellite discovers an astonishingly rare object buried deep in the Arctic ice, the floundering space agency proclaims a much-needed victory—a victory with profound implications for NASA policy and the impending presidential election. To verify the authenticity of the find, the White House calls upon the skills of intelligence analyst Rachel Sexton. Accompanied by a team of experts, including the charismatic scholar Michael Tolland, Rachel travels to the Arctic and uncovers the unthinkable: evidence of scientific trickery—a bold deception that threatens to plunge the world into controversy. But before she can warn the President, Rachel and Michael are ambushed by a deadly team of assassins. Fleeing for their lives across a desolate and lethal landscape, their only hope for survival is to discover who is behind this masterful plot. The truth, they will learn, is the most shocking deception of all. English ['Fiction', 'Thriller', 'Mystery', 'Suspense', 'Mystery Thriller', 'Adventure', 'Crime', 'Novels', 'Science Fiction', 'Action'] ['Rachel Sexton', 'Michael Tolland', 'Thomas Sedgewick Sexton', 'Corky Marlinson', 'Zachary Herney', 'William Pickering', 'Gabrielle Ashe', 'Marjorie Tench', 'Lawrence Ekstrom'] ['Arctic Circle', 'Washington, D.C. (United States)', 'Milne Ice Shelf (Canada)']"
Faefever,Fever #3,Karen Marie Moning (Goodreads Author),"The New York Times bestselling author of Darkfever and Bloodfever returns to Dublin’s Fae-infested shores in a bold, sensual new novel. Hurtling us into a realm of seduction and shadows, Karen Marie Moning tells the enthralling tale of a woman who explores the limits of her mysterious powers as she enters a world of ancient sorcery—and confronts an enemy more insidious than she could ever have imagined.
  
  
He calls me his Queen of the Night. I’d die for him. I’d kill for him, too. When MacKayla Lane receives a torn page from her dead sister’s journal, she is stunned by Alina’s desperate words. And now MacKayla knows that her sister’s killer is close. But evil is closer. And suddenly the sidhe-seer is on the hunt: For answers. For revenge. And for an ancient book of dark magic so evil, it corrupts anyone who touches it.Mac’s quest for the Sinsar Dubh takes her into the mean, shape-shifting streets of Dublin, with a suspicious cop on her tail. Forced into a dangerous triangle of alliance with V’lane, an insatiable Fae prince of lethally erotic tastes, and Jericho Barrons, a man of primal desires and untold secrets, Mac is soon locked in a battle for her body, mind, and soul. As All Hallows’ Eve approaches and the city descends into chaos, as a shocking truth about the Dark Book is uncovered, not even Mac can prevent a deadly race of immortals from shattering the walls between worlds—with devastating consequences.…",English,"['Urban Fantasy', 'Paranormal', 'Fantasy', 'Fae', 'Paranormal Romance', 'Adult', 'Romance', 'Magic', 'Fairies', 'Supernatural']","['MacKayla Lane', 'Rowena', ""Dani O'Malley"", 'Jericho Barrons', ""V'lane"", 'Lord Master', ""Derek O'Bannion"", 'Christian MacKeltar', 'Inspector Jayne', 'Darroc']",['Dublin (Ireland)'],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437781062l/2702704._SY475_.jpg,"Faefever Fever #3 Karen Marie Moning (Goodreads Author) The New York Times bestselling author of Darkfever and Bloodfever returns to Dublin’s Fae-infested shores in a bold, sensual new novel. Hurtling us into a realm of seduction and shadows, Karen Marie Moning tells the enthralling tale of a woman who explores the limits of her mysterious powers as she enters a world of ancient sorcery—and confronts an enemy more insidious than she could ever have imagined.
  
  
He calls me his Queen of the Night. I’d die for him. I’d kill for him, too. When MacKayla Lane receives a torn page from her dead sister’s journal, she is stunned by Alina’s desperate words. And now MacKayla knows that her sister’s killer is close. But evil is closer. And suddenly the sidhe-seer is on the hunt: For answers. For revenge. And for an ancient book of dark magic so evil, it corrupts anyone who touches it.Mac’s quest for the Sinsar Dubh takes her into the mean, shape-shifting streets of Dublin, with a suspicious cop on her tail. Forced into a dangerous triangle of alliance with V’lane, an insatiable Fae prince of lethally erotic tastes, and Jericho Barrons, a man of primal desires and untold secrets, Mac is soon locked in a battle for her body, mind, and soul. As All Hallows’ Eve approaches and the city descends into chaos, as a shocking truth about the Dark Book is uncovered, not even Mac can prevent a deadly race of immortals from shattering the walls between worlds—with devastating consequences.… English ['Urban Fantasy', 'Paranormal', 'Fantasy', 'Fae', 'Paranormal Romance', 'Adult', 'Romance', 'Magic', 'Fairies', 'Supernatural'] ['MacKayla Lane', 'Rowena', ""Dani O'Malley"", 'Jericho Barrons', ""V'lane"", 'Lord Master', ""Derek O'Bannion"", 'Christian MacKeltar', 'Inspector Jayne', 'Darroc'] ['Dublin (Ireland)']"
Onyx,Lux #2,Jennifer L. Armentrout (Goodreads Author),"BEING CONNECTED TO DAEMON BLACK SUCKS… Thanks to his alien mojo, Daemon’s determined to prove what he feels for me is more than a product of our bizarro connection. So I’ve sworn him off, even though he’s running more hot than cold these days. But we’ve got bigger problems.SOMETHING WORSE THAN ARUM HAS COME TO TOWN The Department of Defense is here. If they ever find out what Daemon can do and that we’re linked, I’m a goner. So is he. And there’s this new boy in school who’s got a secret of his own. He knows what’s happened to me and he can help, but to do so, I have to lie to Daemon and stay away from him. Like that’s possible. Against all common sense, I’m falling for Daemon. Hard.BUT THEN, EVERYTHING CHANGES I’ve seen someone who shouldn’t be alive. And I have to tell Daemon, even though I know he’s never going to stop searching until he gets the truth. What happened to his brother? Who betrayed him? And what does the DOD want from them—from me?NO ONE IS WHO THEY SEEM. AND NOT EVERYONE WILL SURVIVE THE LIES.",English,"['Young Adult', 'Paranormal', 'Romance', 'Fantasy', 'Aliens', 'Science Fiction', 'Paranormal Romance', 'Supernatural', 'Urban Fantasy', 'Fiction']","['Daemon Black', 'Blake Saunders', 'Adam Thompson', 'Katy Swartz', 'Dee Black', 'Andrew Thompson', 'Ash Thompson', 'Matthew Garrison']",['West Virginia (United States)'],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329408511l/13047090.jpg,"Onyx Lux #2 Jennifer L. Armentrout (Goodreads Author) BEING CONNECTED TO DAEMON BLACK SUCKS… Thanks to his alien mojo, Daemon’s determined to prove what he feels for me is more than a product of our bizarro connection. So I’ve sworn him off, even though he’s running more hot than cold these days. But we’ve got bigger problems.SOMETHING WORSE THAN ARUM HAS COME TO TOWN The Department of Defense is here. If they ever find out what Daemon can do and that we’re linked, I’m a goner. So is he. And there’s this new boy in school who’s got a secret of his own. He knows what’s happened to me and he can help, but to do so, I have to lie to Daemon and stay away from him. Like that’s possible. Against all common sense, I’m falling for Daemon. Hard.BUT THEN, EVERYTHING CHANGES I’ve seen someone who shouldn’t be alive. And I have to tell Daemon, even though I know he’s never going to stop searching until he gets the truth. What happened to his brother? Who betrayed him? And what does the DOD want from them—from me?NO ONE IS WHO THEY SEEM. AND NOT EVERYONE WILL SURVIVE THE LIES. English ['Young Adult', 'Paranormal', 'Romance', 'Fantasy', 'Aliens', 'Science Fiction', 'Paranormal Romance', 'Supernatural', 'Urban Fantasy', 'Fiction'] ['Daemon Black', 'Blake Saunders', 'Adam Thompson', 'Katy Swartz', 'Dee Black', 'Andrew Thompson', 'Ash Thompson', 'Matthew Garrison'] ['West Virginia (United States)']"
Fantasy Lover,Hunter Legends #1,Sherrilyn Kenyon (Goodreads Author),"Cursed into an eternity of slavery by his own brother, Julian of Macedon has spent centuries in hell, where the only respite he knows is measured in a handful of weeks whenever he’s summoned through an arcane spell. With the modern age, those summonings are becoming fewer and fewer, and he lives in fear of the day when they’ll stop for good.Grace Alexander doesn’t believe in much of anything. But when her “psychic” girlfriend talks her into performing the spell as a joke on her birthday, the last thing she ever imagines is it working. But work it does. Now, she finds an ancient Greek general in her living room and trapped in her life for the next month. Worse, they learn too late that part of the spell means Grace will lose her sanity should he return to his captivity.Now it’s a race against time to free him. Something much easier said than done, since it was the ancient gods who cursed him to his fate. And the last thing they want is to see him go free of the punishment the gods believe hedeserves. It’s man against the gods, and a race against time.",English,"['Romance', 'Paranormal Romance', 'Paranormal', 'Fantasy', 'Urban Fantasy', 'Adult', 'Mythology', 'Vampires', 'Fiction', 'Supernatural']","['Grace Alexander', 'Eros (Hunter Legends series)', 'Aphrodite (Hunter Legends series)', 'Psyche (Hunter Legends series)', 'Julian of Macedonia (Hunter Legends series)', 'Selena Devereaux Laurens']","['New Orleans, Louisiana (United States)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348332807l/84136.jpg,"Fantasy Lover Hunter Legends #1 Sherrilyn Kenyon (Goodreads Author) Cursed into an eternity of slavery by his own brother, Julian of Macedon has spent centuries in hell, where the only respite he knows is measured in a handful of weeks whenever he’s summoned through an arcane spell. With the modern age, those summonings are becoming fewer and fewer, and he lives in fear of the day when they’ll stop for good.Grace Alexander doesn’t believe in much of anything. But when her “psychic” girlfriend talks her into performing the spell as a joke on her birthday, the last thing she ever imagines is it working. But work it does. Now, she finds an ancient Greek general in her living room and trapped in her life for the next month. Worse, they learn too late that part of the spell means Grace will lose her sanity should he return to his captivity.Now it’s a race against time to free him. Something much easier said than done, since it was the ancient gods who cursed him to his fate. And the last thing they want is to see him go free of the punishment the gods believe hedeserves. It’s man against the gods, and a race against time. English ['Romance', 'Paranormal Romance', 'Paranormal', 'Fantasy', 'Urban Fantasy', 'Adult', 'Mythology', 'Vampires', 'Fiction', 'Supernatural'] ['Grace Alexander', 'Eros (Hunter Legends series)', 'Aphrodite (Hunter Legends series)', 'Psyche (Hunter Legends series)', 'Julian of Macedonia (Hunter Legends series)', 'Selena Devereaux Laurens'] ['New Orleans, Louisiana (United States)']"
This Lullaby,,Sarah Dessen (Goodreads Author),"There is an alternate cover edition for this ISBN13 here.When it comes to relationships, Remy doesn't mess around. After all, she's learned all there is to know from her mother, who's currently working on husband number five. But there's something about Dexter that seems to defy all of Remy's rules. He certainly doesn't seem like Mr. Right. For some reason, however, Remy just can't seem to shake him. Could it be that Remy's starting to understand what those love songs are all about?",English,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Chick Lit', 'Realistic Fiction', 'Teen', 'Music', 'Young Adult Contemporary', 'High School']","['Remy Starr', 'Dexter Jones']","['Lakeview, North Carolina (United States)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397779294l/22205.jpg,"This Lullaby  Sarah Dessen (Goodreads Author) There is an alternate cover edition for this ISBN13 here.When it comes to relationships, Remy doesn't mess around. After all, she's learned all there is to know from her mother, who's currently working on husband number five. But there's something about Dexter that seems to defy all of Remy's rules. He certainly doesn't seem like Mr. Right. For some reason, however, Remy just can't seem to shake him. Could it be that Remy's starting to understand what those love songs are all about? English ['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Chick Lit', 'Realistic Fiction', 'Teen', 'Music', 'Young Adult Contemporary', 'High School'] ['Remy Starr', 'Dexter Jones'] ['Lakeview, North Carolina (United States)']"
Ugly Love,,Colleen Hoover (Goodreads Author),"When Tate Collins meets airline pilot Miles Archer, she knows it isn’t love at first sight. They wouldn’t even go so far as to consider themselves friends. The only thing Tate and Miles have in common is an undeniable mutual attraction. Once their desires are out in the open, they realize they have the perfect set-up. He doesn’t want love, she doesn’t have time for love, so that just leaves the sex. Their arrangement could be surprisingly seamless, as long as Tate can stick to the only two rules Miles has for her.Never ask about the past.Don’t expect a future.They think they can handle it, but realize almost immediately they can’t handle it at all.Hearts get infiltrated.Promises get broken.Rules get shattered.Love gets ugly.",English,"['Romance', 'New Adult', 'Contemporary', 'Contemporary Romance', 'Fiction', 'Adult', 'Chick Lit', 'Young Adult', 'Audiobook', 'Drama']","['Tate Collins', 'Miles Archer']","['San Francisco, California (United States)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1399179135l/17788401.jpg,"Ugly Love  Colleen Hoover (Goodreads Author) When Tate Collins meets airline pilot Miles Archer, she knows it isn’t love at first sight. They wouldn’t even go so far as to consider themselves friends. The only thing Tate and Miles have in common is an undeniable mutual attraction. Once their desires are out in the open, they realize they have the perfect set-up. He doesn’t want love, she doesn’t have time for love, so that just leaves the sex. Their arrangement could be surprisingly seamless, as long as Tate can stick to the only two rules Miles has for her.Never ask about the past.Don’t expect a future.They think they can handle it, but realize almost immediately they can’t handle it at all.Hearts get infiltrated.Promises get broken.Rules get shattered.Love gets ugly. English ['Romance', 'New Adult', 'Contemporary', 'Contemporary Romance', 'Fiction', 'Adult', 'Chick Lit', 'Young Adult', 'Audiobook', 'Drama'] ['Tate Collins', 'Miles Archer'] ['San Francisco, California (United States)']"
Sharp Objects,,Gillian Flynn (Goodreads Author),"Fresh from a brief stay at a psych hospital, reporter Camille Preaker faces a troubling assignment: she must return to her tiny hometown to cover the murders of two preteen girls. For years, Camille has hardly spoken to her neurotic, hypochondriac mother or to the half-sister she barely knows: a beautiful thirteen-year-old with an eerie grip on the town. Now, installed in her old bedroom in her family's Victorian mansion, Camille finds herself identifying with the young victims—a bit too strongly. Dogged by her own demons, she must unravel the psychological puzzle of her own past if she wants to get the story—and survive this homecoming.Librarian's Note: this is an alternate cover edition - ISBN 10: 0307341550 (ISBN 13: 9780307341556)",English,"['Mystery', 'Fiction', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Adult', 'Audiobook', 'Contemporary', 'Adult Fiction']","['Camille Preaker', 'Frank Curry', 'Amma Crellin', 'Adora Crellin', 'Chief Bill Vickery', 'Alan Crellin', 'Marian Crellin', 'Richard Willis', 'Ann Nash', 'Natalie Keene']",['Missouri (United States)'],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1475695315l/18045891.jpg,"Sharp Objects  Gillian Flynn (Goodreads Author) Fresh from a brief stay at a psych hospital, reporter Camille Preaker faces a troubling assignment: she must return to her tiny hometown to cover the murders of two preteen girls. For years, Camille has hardly spoken to her neurotic, hypochondriac mother or to the half-sister she barely knows: a beautiful thirteen-year-old with an eerie grip on the town. Now, installed in her old bedroom in her family's Victorian mansion, Camille finds herself identifying with the young victims—a bit too strongly. Dogged by her own demons, she must unravel the psychological puzzle of her own past if she wants to get the story—and survive this homecoming.Librarian's Note: this is an alternate cover edition - ISBN 10: 0307341550 (ISBN 13: 9780307341556) English ['Mystery', 'Fiction', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Adult', 'Audiobook', 'Contemporary', 'Adult Fiction'] ['Camille Preaker', 'Frank Curry', 'Amma Crellin', 'Adora Crellin', 'Chief Bill Vickery', 'Alan Crellin', 'Marian Crellin', 'Richard Willis', 'Ann Nash', 'Natalie Keene'] ['Missouri (United States)']"
Passion,Fallen #3,Lauren Kate (Goodreads Author),"Luce would die for Daniel.And she has. Over and over again. Throughout time, Luce and Daniel have found each other, only to be painfully torn apart: Luce dead, Daniel left broken and alone. But perhaps it doesn’t need to be that way… .Luce is certain that something—or someone—in a past life can help her in her present one. So she begins the most important journey of this lifetime… going back eternities to witness firsthand her romances with Daniel… and finally unlock the key to making their love last.Cam and the legions of angels and Outcasts are desperate to catch Luce, but none are as frantic as Daniel. He chases Luce through their shared pasts, terrified of what might happen if she rewrites history.Because their romance for the ages could go up in flames… forever.",English,"['Young Adult', 'Fantasy', 'Angels', 'Romance', 'Paranormal', 'Paranormal Romance', 'Supernatural', 'Fiction', 'Urban Fantasy', 'Teen']","['Lucinda Price', 'Daniel Grigori', 'Sophia Bliss', 'Bill']","['Louisville, Kentucky (United States)', 'Moskow (Russian Federation)', 'Milan (Italy)', 'Helston (United Kingdom)', 'Tahiti', 'Lhasa (China)', 'Versailles (France)', 'Paris (France)', 'London, England', 'Central Greenland (Greenland)', 'Chichen Itza (Mexico)', 'Jerusalem (Israel)', 'Yinchuan (China)', 'Memphis (Egypt)', ""Heaven's Gate"", 'Savannah, Georgia (United States)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362339802l/9369720.jpg,"Passion Fallen #3 Lauren Kate (Goodreads Author) Luce would die for Daniel.And she has. Over and over again. Throughout time, Luce and Daniel have found each other, only to be painfully torn apart: Luce dead, Daniel left broken and alone. But perhaps it doesn’t need to be that way… .Luce is certain that something—or someone—in a past life can help her in her present one. So she begins the most important journey of this lifetime… going back eternities to witness firsthand her romances with Daniel… and finally unlock the key to making their love last.Cam and the legions of angels and Outcasts are desperate to catch Luce, but none are as frantic as Daniel. He chases Luce through their shared pasts, terrified of what might happen if she rewrites history.Because their romance for the ages could go up in flames… forever. English ['Young Adult', 'Fantasy', 'Angels', 'Romance', 'Paranormal', 'Paranormal Romance', 'Supernatural', 'Fiction', 'Urban Fantasy', 'Teen'] ['Lucinda Price', 'Daniel Grigori', 'Sophia Bliss', 'Bill'] ['Louisville, Kentucky (United States)', 'Moskow (Russian Federation)', 'Milan (Italy)', 'Helston (United Kingdom)', 'Tahiti', 'Lhasa (China)', 'Versailles (France)', 'Paris (France)', 'London, England', 'Central Greenland (Greenland)', 'Chichen Itza (Mexico)', 'Jerusalem (Israel)', 'Yinchuan (China)', 'Memphis (Egypt)', ""Heaven's Gate"", 'Savannah, Georgia (United States)']"
A Court of Wings and Ruin,A Court of Thorns and Roses #3,Sarah J. Maas (Goodreads Author),"Looming war threatens all Feyre holds dear in the third volume of the #1 New York Times bestselling A Court of Thorns and Roses series.Feyre has returned to the Spring Court, determined to gather information on Tamlin's manoeuvrings and the invading king threatening to bring Prythian to its knees. But to do so she must play a deadly game of deceit – and one slip may spell doom not only for Feyre, but for her world as well.As war bears down upon them all, Feyre must decide who to trust amongst the dazzling and lethal High Lords – and hunt for allies in unexpected places. In this thrilling third book in the #1 New York Times bestselling series from Sarah J. Maas, the earth will be painted red as mighty armies grapple for power over the one thing that could destroy them all.",English,"['Fantasy', 'Romance', 'Young Adult', 'New Adult', 'Fae', 'Magic', 'Fiction', 'Young Adult Fantasy', 'High Fantasy', 'Paranormal']","['Rhysand', 'Feyre', 'Lucien', 'Tamlin', 'Nesta Archeron', 'Elain Archeron', 'Cassian']",[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1555221560l/23766634._SY475_.jpg,"A Court of Wings and Ruin A Court of Thorns and Roses #3 Sarah J. Maas (Goodreads Author) Looming war threatens all Feyre holds dear in the third volume of the #1 New York Times bestselling A Court of Thorns and Roses series.Feyre has returned to the Spring Court, determined to gather information on Tamlin's manoeuvrings and the invading king threatening to bring Prythian to its knees. But to do so she must play a deadly game of deceit – and one slip may spell doom not only for Feyre, but for her world as well.As war bears down upon them all, Feyre must decide who to trust amongst the dazzling and lethal High Lords – and hunt for allies in unexpected places. In this thrilling third book in the #1 New York Times bestselling series from Sarah J. Maas, the earth will be painted red as mighty armies grapple for power over the one thing that could destroy them all. English ['Fantasy', 'Romance', 'Young Adult', 'New Adult', 'Fae', 'Magic', 'Fiction', 'Young Adult Fantasy', 'High Fantasy', 'Paranormal'] ['Rhysand', 'Feyre', 'Lucien', 'Tamlin', 'Nesta Archeron', 'Elain Archeron', 'Cassian'] []"
